origin,target,actual,committee,err_committee_bp,abs_err_bp,band_miss,sig1_mom_z,sig2_vol_ratio,sig3_comp_disp,sig4_persist_elev
2018-01-31,2018-02-28,2.263468931091861,2.2236370085319312,-3.9831922559929738,3.9831922559929738,0,1.3044988984435482,0.5101721524268733,1.727269086600539,0.6283425878527256
2018-02-28,2018-03-31,2.3309497646499366,2.507591001673659,17.664123702372247,17.664123702372247,0,0.3973113307066787,0.5739924298426218,1.781893802425023,0.6065172926022795
2018-03-31,2018-04-30,2.4709963021052994,2.4031992241392963,-6.779707796600309,6.779707796600309,0,-0.9537795050007909,1.1524248889998066,1.4211010107398594,0.4158424224231198
2018-04-30,2018-05-31,2.781921607842497,2.7854491773343204,0.3527569491823534,0.3527569491823534,0,0.2830825879799862,0.8325628381491783,1.342850255205472,0.38718974684173907
2018-05-31,2018-06-30,2.8075506935940187,2.921486840830656,11.393614723663736,11.393614723663736,0,0.008350616679171727,0.7854363839216991,1.6935542643298775,0.7606613219239452
2018-06-30,2018-07-31,2.854124785561929,3.001223161573763,14.709837601183384,14.709837601183384,0,-0.9832506644025832,0.5626041010790248,1.7628899726880922,0.7876454617386303
2018-07-31,2018-08-31,2.6429238568742575,2.635139825749644,-0.7784031124613566,0.7784031124613566,0,-1.1125122018624503,0.5515011945306145,1.9017971354656173,0.7393780183156994
2018-08-31,2018-09-30,2.332055105808828,2.2478688656552004,-8.418624015362752,8.418624015362752,0,-0.15728773338031785,0.42634120323335156,1.9415222379908585,0.787063948894102
2018-09-30,2018-10-31,2.492032470218053,2.489965358443136,-0.206711177491714,0.206711177491714,0,-0.036835782831125416,0.422377079916866,1.285260891368472,0.9759438242512478
2018-10-31,2018-11-30,2.147328577667773,2.3978938971895514,25.056531952177828,25.056531952177828,1,0.28339897892892435,0.1535903262679713,1.444142934468621,0.9719786196266947
2018-11-30,2018-12-31,2.0023809043401064,2.0886066995921215,8.622579525201512,8.622579525201512,0,-2.3935676056560777,0.9507859222298074,0.9859905274316841,1.057737744221453
2018-12-31,2019-01-31,1.4875893578291333,1.7164055384761068,22.88161806469735,22.88161806469735,0,-0.6505099932229492,0.8842979947982738,0.9066324952597139,0.9195688220888908
2019-01-31,2019-02-28,1.5188615351321877,1.340342368545966,-17.85191665862218,17.85191665862218,0,-2.1311542476021876,0.5645436855347182,1.3125951668706983,1.107226485072093
2019-02-28,2019-03-31,1.8831863513063984,1.6922492366823083,-19.09371146240901,19.09371146240901,0,1.6927847174919162,1.1943569967633596,1.4704197135268606,1.344236176759922
2019-03-31,2019-04-30,2.000583470209061,1.82754556426048,-17.303790594858093,17.303790594858093,0,1.9510706612363067,1.5201058879414833,1.3937104091244024,1.3861993698381678
2019-04-30,2019-05-31,1.7959105553606136,2.015151607118626,21.92410517580123,21.92410517580123,0,1.5609214442583157,0.24070286308768218,1.4696759644113382,1.4331214467874598
2019-05-31,2019-06-30,1.671194894390049,1.894519490560198,22.332459617014912,22.332459617014912,0,-0.813517900336299,1.2330686119719116,1.572931215068014,1.4295316748413651
2019-06-30,2019-07-31,1.826331335037068,1.7585533455859337,-6.7777989451134335,6.7777989451134335,0,-1.173851271944093,1.3129481270822108,1.3757277265321746,1.4447053956974494
2019-07-31,2019-08-31,1.7376412106666406,1.8330934809190456,9.54522702524052,9.54522702524052,0,0.46444500650804116,0.8290731797959832,1.2867891932568425,0.9092217177714071
2019-08-31,2019-09-30,1.6844977040391562,1.7206173236898104,3.611961965065414,3.611961965065414,0,-0.38087190657518216,0.8260158468873972,1.3912386212204062,0.8050912853979628
2019-09-30,2019-10-31,1.7339736996186297,1.6049280390257217,-12.9045660592908,12.9045660592908,0,0.10366736609827887,0.5103769088661781,1.5625992347106397,0.4178140622188053
2019-10-31,2019-11-30,2.092290394862917,2.015461206210456,-7.68291886524608,7.68291886524608,0,0.858894989239724,0.7106128622787543,1.9134412250024366,0.47628314175602016
2019-11-30,2019-12-31,2.3195274699624457,2.2195821387952175,-9.994533116722826,9.994533116722826,0,0.6617513226844643,0.48917285355582485,1.5537224104957807,0.8595166210330154
2019-12-31,2020-01-31,2.599767976845202,2.6366453883920116,3.687741154680957,3.687741154680957,0,0.6863789468119081,0.07684070993175499,1.6824898854047248,0.9119852711719202
2020-01-31,2020-02-29,2.3413166797595197,2.4422521361116556,10.093545635213584,10.093545635213584,0,-0.006885887203230908,0.30404004607064666,1.7469180232224566,1.009439159387833
2020-02-29,2020-03-31,1.4940399642909163,2.083299544598183,58.92595803072665,58.92595803072665,1,-1.2090816592418836,0.953261095494158,1.5839114517186381,0.9763296644484286
2020-03-31,2020-04-30,0.3130472940411133,1.0242587025908412,71.1211408549728,71.1211408549728,1,-5.141780181559259,1.9686781629155152,2.107274297525901,1.4721317876991105
2020-04-30,2020-05-31,0.1982013035848551,-0.5057729118463472,-70.39742154312023,70.39742154312023,1,-4.057445159971719,1.6177131020948823,4.283303600058573,1.4811777296062247
2020-05-31,2020-06-30,0.7166562831830481,0.1948156126406253,-52.18406705424228,52.18406705424228,1,-0.3133672501151865,1.3486736756116051,4.927866055911669,1.5907782467480076
2020-06-30,2020-07-31,0.9968647625897996,0.8020192263179626,-19.484553627183708,19.484553627183708,0,1.3069253412197603,2.3130189147086666,4.2750371460623375,1.5187420067454747
2020-07-31,2020-08-31,1.2810698495523851,1.2474386592241538,-3.3631190328231586,3.3631190328231586,0,1.2357577758918254,1.155816088589247,3.7223293783427813,1.545272876272074
2020-08-31,2020-09-30,1.3910228912373812,1.40229382833037,1.127093709298865,1.127093709298865,0,0.6957317145820592,0.26722847643199094,3.3119283944644966,1.535609136251514
2020-09-30,2020-10-31,1.2303863428671624,1.3332576213189062,10.287127845174382,10.287127845174382,0,0.3625857315698078,0.44173567485620147,3.0425328385847425,1.5175532814151416
2020-10-31,2020-11-30,1.1757452138405844,1.1008948493757886,-7.485036446479576,7.485036446479576,0,0.0232085329436193,0.43407989700205946,2.723836048702312,0.5816638541760253
2020-11-30,2020-12-31,1.3204191315779434,1.043209988595151,-27.720914298279276,27.720914298279276,0,0.3146297311004523,0.25126985885240194,2.6945387522355326,0.6167766950219109
2020-12-31,2021-01-31,1.3738437137002402,1.4542791489126627,8.043543521242258,8.043543521242258,0,0.8747251665865469,0.5456170007885486,2.4043796314992654,0.342838283887507
2021-01-31,2021-02-28,1.6698167791706853,1.6052638239434924,-6.455295522719284,6.455295522719284,0,0.34814966195449615,0.3989140784768025,1.9023310242156142,0.3196358013026211
2021-02-28,2021-03-31,2.6678187820641908,2.4117050591726197,-25.61137228915711,25.61137228915711,0,0.5544566063644998,0.31934787522609953,2.0089996770941903,0.3402604160573689
2021-03-31,2021-04-30,4.133077115360573,3.908654336499351,-22.442277886122184,22.442277886122184,0,0.9234670653301471,0.48688881782281596,2.192050806743909,1.1887135428402746
2021-04-30,2021-05-31,4.918257089467626,4.652401147658603,-26.585594180902294,26.585594180902294,0,1.7454582106517227,0.47128389164676937,3.882952344550646,1.538312038622125
2021-05-31,2021-06-30,5.295632620349999,4.91462062925706,-38.10119910929393,38.10119910929393,1,1.8899894434264566,0.23205697986796966,5.366296566584133,1.410724366870159
2021-06-30,2021-07-31,5.245169381309234,5.447881067380522,20.271168607128853,20.271168607128853,0,2.714249956595265,0.38362171998937467,5.722860243400083,1.3384906623928956
2021-07-31,2021-08-31,5.152015301793966,5.222411864181464,7.039656238749803,7.039656238749803,0,0.26517644118909356,0.5631344732576722,5.084282505964094,1.3293094392153761
2021-08-31,2021-09-30,5.351215590949132,5.111172235814221,-24.00433551349108,24.00433551349108,0,-0.6921673233896063,0.8814949880045313,4.659168881888129,1.4161882216947503
2021-09-30,2021-10-31,6.235042390298062,5.589786044659428,-64.5256345638634,64.5256345638634,1,0.18206481800925134,0.3421188023737433,4.367622700967267,1.4036351049933862
2021-10-31,2021-11-30,6.901970403700863,6.728469662741454,-17.350074095940915,17.350074095940915,0,2.5377174510826057,0.9666725812662965,5.04704755515385,0.9064868006278792
2021-11-30,2021-12-31,7.174340285065539,7.173282805190695,-0.1057479874844169,0.1057479874844169,0,1.4936296928109478,0.6800884806344026,5.713836468191543,0.8415980231322312
2021-12-31,2022-01-31,7.558805726967832,7.535143611582695,-2.366211538513685,2.366211538513685,0,0.48018437302935796,0.3536965238650226,5.710242970170424,0.850572187711443
2022-01-31,2022-02-28,7.937278766517819,7.677451698716508,-25.98270678013108,25.98270678013108,0,-0.1280658061021926,0.3707646503947121,5.638722760033037,0.7624870824643585
2022-02-28,2022-03-31,8.572204966013853,8.005488165162234,-56.67168008516192,56.67168008516192,1,0.3312006715815883,0.16536175248051044,5.510024129884489,0.6599936836990083
2022-03-31,2022-04-30,8.231750770777225,8.74750688534014,51.575611456291526,51.575611456291526,1,2.2353480848444405,0.7178978651585955,5.995227426827064,0.5955378445132374
2022-04-30,2022-05-31,8.538171195642065,8.252468153632199,-28.570304200986563,28.570304200986563,1,-1.39782872114347,1.339828301937072,5.438097002441879,0.46457957572642844
2022-05-31,2022-06-30,8.979361103105798,8.398495650744632,-58.08654523611665,58.08654523611665,1,1.0987674175251252,1.4871080855756789,5.648084540751382,0.37098490313021815
2022-06-30,2022-07-31,8.462576727730099,9.333548863564111,87.09721358340126,87.09721358340126,1,2.124903647745062,1.51248904412984,5.9674221312527305,0.3374435824575256
2022-07-31,2022-08-31,8.222579178218826,9.181846337845368,95.9267159626542,95.9267159626542,1,-2.205233596772455,1.9459121685746468,5.257559091716897,0.3537698162887953
2022-08-31,2022-09-30,8.192106896425821,8.370713097513974,17.86062010881526,17.86062010881526,0,-1.7063993812194869,2.035572627139571,4.951106166584957,0.421284701142322
2022-09-30,2022-10-31,7.758813957693,7.815901923504221,5.708796581122044,5.708796581122044,0,-0.5876191548422535,0.6779889749041776,4.786352318148204,0.48307904192570217
2022-10-31,2022-11-30,7.122856456533988,7.509335503049808,38.64790465158201,38.64790465158201,0,-0.18765130623374413,0.75525417519314,4.087044587722314,0.5091095965991749
2022-11-30,2022-12-31,6.404600402357152,6.914321927371969,50.97215250148164,50.97215250148164,0,-0.9144461291759723,0.4914560274871336,3.429433574572535,0.6324530590763832
2022-12-31,2023-01-31,6.327178517960097,6.240037730721825,-8.714078723827168,8.714078723827168,0,-1.3013659352294955,0.778589894362261,3.546018449477712,0.7558279055697107
2023-01-31,2023-02-28,5.957820738137087,6.190469826665479,23.26490885283921,23.26490885283921,0,0.049318644306465216,0.769173695681077,3.481888172589858,0.8498334509024548
2023-02-28,2023-03-31,4.917719362889961,5.310888292363725,39.31689294737639,39.31689294737639,0,-0.4493716292687426,0.7669698261459716,3.161300796692412,0.83634648156157
2023-03-31,2023-04-30,4.950079879124369,4.940341812239191,-0.9738066885178752,0.9738066885178752,0,-0.9193537870422713,0.6761985628522902,3.058317245385871,0.9722296544862821
2023-04-30,2023-05-31,4.131851231385042,4.36643296785647,23.45817364714282,23.45817364714282,0,-0.27943399404729086,0.380838040237814,2.608547729765189,1.4114207573450386
2023-05-31,2023-06-30,3.070617072997095,3.1810822213970136,11.04651483999186,11.04651483999186,0,-0.6055817922473984,0.3258278671184564,2.9673706385484686,1.476655998134734
2023-06-30,2023-07-31,3.287749268428297,3.4248931021064855,13.714383367818828,13.714383367818828,0,-0.24367550939469163,0.23647924019681124,3.621647185837414,1.5135839649043328
2023-07-31,2023-08-31,3.722504803505289,3.569679276363291,-15.28255271419976,15.28255271419976,0,-0.5116477168214096,0.09405297006793219,3.0733518965052897,1.4630699506905291
2023-08-31,2023-09-30,3.687206638119256,3.691330617750188,0.4123979630932251,0.4123979630932251,0,1.0454273397258165,0.44723105443205047,2.581034690240205,1.4916362328124702
2023-09-30,2023-10-31,3.2512659098611785,3.503940190342414,25.26742804812354,25.26742804812354,0,0.5703152951331939,0.41750919315226115,2.684437292841063,1.4184045267719196
2023-10-31,2023-11-30,3.133346274591186,3.329528898961609,19.618262437042233,19.618262437042233,0,-1.0009860545530438,0.5412192953121813,2.530009241062059,1.3254022125269447
2023-11-30,2023-12-31,3.3159099427102934,3.4420353990043173,12.612545629402394,12.612545629402394,0,-0.6691697118788152,0.4437217037258969,2.2006242252670707,1.278685077674968
2023-12-31,2024-01-31,3.0883429864855705,3.0591166671275816,-2.9226319357988917,2.9226319357988917,0,-0.5488187778807768,0.10221267937870421,2.1462873437057834,0.5670962562920221
2024-01-31,2024-02-29,3.157074141648697,3.159413184064097,0.2339042415400172,0.2339042415400172,0,0.6763282359585069,0.2653011149632072,2.2273747547593663,0.5618179733039641
2024-02-29,2024-03-31,3.4868349120836584,3.3368694960798972,-14.996541600376112,14.996541600376112,0,1.4348226780239177,0.34539595816356033,1.8994065707275058,0.47953078169844526
2024-03-31,2024-04-30,3.360795126219674,3.46651456436885,10.57194381491766,10.57194381491766,0,1.4366367257845498,0.21940567207807227,1.9808103970829298,0.45826185761368904
2024-04-30,2024-05-31,3.244278584003113,3.446760661807835,20.248207780472207,20.248207780472207,0,-0.6833820693258391,0.4803564552989762,1.979680303770982,0.3093851839362368
2024-05-31,2024-06-30,2.9702579486470926,3.2477381779977943,27.74802293507017,27.74802293507017,0,-1.961811115991097,0.7909320607954996,1.9372610192639437,0.3057007131822361
2024-06-30,2024-07-31,2.941475793558302,2.9012572553857474,-4.021853817255394,4.021853817255394,0,-2.3409976805639454,0.7696581618280762,1.8154601495876683,0.3333735739566786
2024-07-31,2024-08-31,2.607144490692037,2.644854010292641,3.770951960060387,3.770951960060387,0,-0.4904766600724058,0.6782470914244509,1.7795620609833722,0.3808491482936709
2024-08-31,2024-09-30,2.4264830315416708,2.427869516563619,0.1386485021948047,0.1386485021948047,0,-0.4469425371460108,0.7650116174210773,1.8512173502521243,0.41225603600829075
2024-09-30,2024-10-31,2.578844053871343,2.5116346780429732,-6.720937582836983,6.720937582836983,0,0.059260078568373904,0.18774017600590445,1.800069192936374,0.3653102650129315
2024-10-31,2024-11-30,2.719472461284833,2.675138254354148,-4.433420693068513,4.433420693068513,0,0.5533734592669521,0.47179197943729523,1.7854131098306225,0.35695376087140046
2024-11-30,2024-12-31,2.870690967509981,2.7779365189833927,-9.275444852658854,9.275444852658854,0,0.4279982312569254,0.3014032568111252,1.4433984335354755,0.3543319229759795
2024-12-31,2025-01-31,2.9909783078999608,2.826901314358976,-16.40769935409847,16.40769935409847,0,0.82780299489896,0.26060356948683566,1.3285013279050948,0.336896118842597
2025-01-31,2025-02-28,2.8015834477613355,2.8714891612425575,6.990571348122199,6.990571348122199,0,1.2120298000037815,0.4872187352181664,1.2801679401098705,0.2686360717940673
2025-02-28,2025-03-31,2.381981462805549,2.592262215567842,21.028075276229295,21.028075276229295,1,-0.09687638494405727,0.7746355869032343,1.3509428030536823,0.08786567620687444
2025-03-31,2025-04-30,2.32538823025783,2.342476452761033,1.7088222503203188,1.7088222503203188,0,-1.354330763742412,1.4115296298800446,1.6949768861521044,0.45742546306077536
2025-04-30,2025-05-31,2.3772651073680873,2.5281689323897405,15.090382502165324,15.090382502165324,0,-0.12709220409619265,0.719304495562286,2.081128609095717,0.514117673539174
2025-05-31,2025-06-30,2.680453865910226,2.6327362825253053,-4.7717583384920825,4.7717583384920825,0,-0.7763142508294678,0.5256388899804607,2.2215210415607585,0.6279521242642968
2025-06-30,2025-07-31,2.742618052167134,2.755370936424184,1.2752884257050123,1.2752884257050123,0,0.2430490540707996,0.5304985549598308,2.1883407584311736,1.1686437305599817
2025-07-31,2025-08-31,2.9385917430316155,2.832976027308342,-10.561571572327288,10.561571572327288,0,-0.04306862380924729,0.5679041924225376,2.1274954504336514,1.1999266044181445
2025-08-31,2025-09-30,3.0225715847133294,2.9891025416661776,-3.3469043047151814,3.3469043047151814,0,1.0984915981116663,0.52739063210372,2.0524630649941673,1.3146806902498596
2025-11-30,2025-12-31,2.653304114557753,2.5959880851733064,-5.731602938444658,5.731602938444658,0,0.10253101500301014,0.4072921001158357,1.785572719368125,1.1603275530108927
2025-12-31,2026-01-31,2.391201432150014,2.434454488952076,4.325305680206171,4.325305680206171,0,0.6535861920160456,0.23891730332108813,1.9714809520740049,1.1456908564838848
2026-01-31,2026-02-28,2.4340041103732224,2.346468859797779,-8.753525057544342,8.753525057544342,0,-0.8614518852812229,0.6872947863043835,2.1894955870011703,1.058261213568197
2026-02-28,2026-03-31,3.2859577528651984,2.640705910559382,-64.52518423058163,64.52518423058163,1,0.5845470336118256,0.7078308536436655,1.977640249952928,1.0640267183364374
2026-03-31,2026-04-30,3.7792458367415622,3.7938101585394457,1.4564321797883029,1.4564321797883029,0,6.546003248656194,2.158293370196348,1.7049412376080935,1.7442919165985784
