reference_date,headline_yoy,sticky_yoy,flex_yoy,sticky_p_high,flex_p_high,sticky_minus_flex_gap
2011-01-31,1.7007834915029774,0.9835337415527112,0.7172497499502661,0.9930846049374132,0.983847940237933,0.009236664699480257
2011-02-28,2.124898173333145,1.124445592146106,1.000452581187039,0.9882420032860806,0.9988874060514421,-0.010645402765361522
2011-03-31,2.619241510354109,1.2097851736773357,1.4094563366767732,0.9338724910734025,0.9999948551946467,-0.06612236412124417
2011-04-30,3.0772344447868694,1.3155392125784537,1.7616952322084156,0.6937547751001362,0.9999999380790117,-0.3062451629788755
2011-05-31,3.4589718808964998,1.4540961794335727,2.004875701462927,0.29731067408797707,0.9999999968642099,-0.7026893227762329
2011-06-30,3.5023181506360412,1.5836776766096738,1.9186404740263674,0.0706557423063549,0.9999999906123176,-0.9293442483059627
2011-07-31,3.5798809769996165,1.741483445742964,1.8383975312566525,0.009882111463740737,0.999999974977203,-0.9901178635134623
2011-08-31,3.75499603070808,1.9651571719433658,1.789838858764714,0.0010797078489640903,0.9999999555518417,-0.9989202477028777
2011-09-30,3.812621692818685,1.9877227562006272,1.824898936618058,0.00013378212023528146,0.9999999705282487,-0.9998661884080134
2011-10-31,3.5222681306640524,2.1079204796465634,1.414347651017489,3.4390613217222654e-05,0.9999974366337397,-0.9999630460205226
2011-11-30,3.451432214581729,2.138204538395394,1.3132276761863348,2.500981340864014e-05,0.9999056076739155,-0.9998805978605068
2011-12-31,3.062066838419386,2.276662633858506,0.78540420456088,3.7132826361462266e-05,0.9847605735907796,-0.9847234407644182
2012-01-31,3.0087663379855023,2.2773481506083826,0.7314181873771197,3.7484793345366244e-05,0.9294229436222267,-0.9293854588288812
2012-02-29,2.8981784423473878,2.1598204405657295,0.7383580017816582,2.6541667167660448e-05,0.7764686249265363,-0.7764420832593687
2012-03-31,2.5828752813320977,2.2483374654291177,0.33453781590297993,3.499645974631591e-05,0.33577209906511973,-0.3357371026053734
2012-04-30,2.2731633741348567,2.314427851801515,-0.041264477666658195,4.5543032629770557e-05,0.10162116023297255,-0.10157561720034278
2012-05-31,1.7379429374660749,2.252258280361308,-0.514315342895233,3.546477896925288e-05,0.0397631887488406,-0.03972772396987134
2012-06-30,1.653870448297634,2.192285611289857,-0.5384151629922229,2.6304047720651084e-05,0.017076871837071128,-0.017050567789350476
2012-07-31,1.4175114798464783,2.109955687378462,-0.6924442075319837,1.968057009659482e-05,0.00841250968723797,-0.008392829117141376
2012-08-31,1.6859349154821235,1.9352524993137443,-0.24931758383162084,1.6027823798422945e-05,0.0025905947144340114,-0.0025745668906355886
2012-09-30,1.9497168982819613,2.0082434834909124,-0.058526585208951154,1.5922840576140236e-05,0.0011088634934329888,-0.0010929406528568486
2012-10-31,2.1556780595369363,1.9946491483669337,0.1610289111700025,1.575118084209373e-05,0.0008243909578052903,-0.0008086397769631966
2012-11-30,1.7960197033926262,1.9528512686261434,-0.15683156523351727,1.557076410534425e-05,0.0005571469943312106,-0.0005415762302258664
2012-12-31,1.7595049796895523,1.8996943778720743,-0.14018939818252196,1.5825686025620336e-05,0.0004952407313605417,-0.0004794150453349213
2013-01-31,1.684061762098299,1.9098022178631435,-0.22574045576484458,1.5762636989754115e-05,0.0005007448099767979,-0.00048498217298704376
2013-02-28,2.0181404902574807,1.9887385214485631,0.029401968808917545,1.5841969423948986e-05,0.0005661094051532139,-0.000550267435729265
2013-03-31,1.5187472411246183,1.8890221377988237,-0.3702748966742053,1.7034223481289033e-05,0.000645032506379297,-0.000627998282898008
2013-04-30,1.138808047576867,1.715558856294086,-0.5767508087172191,2.5420822441200718e-05,0.000837933321915106,-0.0008125124994739053
2013-05-31,1.3903888279197085,1.6455519491850756,-0.2551631212653671,3.462349089682682e-05,0.0006267914510439395,-0.0005921679601471127
2013-06-30,1.7157935271568725,1.6230952474272975,0.092698279729575,3.7743813917346506e-05,0.0006972988087453043,-0.0006595549948279578
2013-07-31,1.885471805415806,1.7002217680567089,0.18525003735909706,2.7855091676442913e-05,0.000837818671177131,-0.000809963579500688
2013-08-31,1.538809488600279,1.782107690904433,-0.2432982023041541,2.1234423892672506e-05,0.0008949235481160486,-0.000873689124223376
2013-09-30,1.0947341081747997,1.7519368418314363,-0.6572027336566366,2.252895193056947e-05,0.001748172621108529,-0.0017256436691779596
2013-10-31,0.8767991434911471,1.686837731144819,-0.810038587653672,2.7068929218222728e-05,0.002352400412780242,-0.0023253314835620193
2013-11-30,1.2328701961954458,1.7416677473738762,-0.5087975511784304,2.3849895211625103e-05,0.0012789016098774689,-0.0012550517146658437
2013-12-31,1.5128383667573297,1.7408566188369834,-0.22801825207965365,2.6075945517247844e-05,0.0006972009345645391,-0.0006711249890472913
2014-01-31,1.557758795574915,1.6070344358370292,-0.04927564026211417,4.460497271709729e-05,0.0005830078958053625,-0.0005384029230882652
2014-02-28,1.1204746347724948,1.5548073904948723,-0.4343327557223775,5.636938763424017e-05,0.0006450565410061163,-0.0005886871533718761
2014-03-31,1.6126949139408042,1.6456609706435588,-0.03296605670275454,3.6930195279279435e-05,0.0006393973024219053,-0.0006024671071426259
2014-04-30,2.015125303606169,1.8210555250137483,0.19406977859242058,1.9937996107662777e-05,0.0008952522011637981,-0.0008753142050561353
2014-05-31,2.166947687079812,1.9455269618362525,0.2214207252435596,1.6024612075366195e-05,0.0011026104128777797,-0.0010865858008024135
2014-06-30,2.0589816945944195,1.9228626526676562,0.13611904192676327,1.5868806774417835e-05,0.0013321607129345775,-0.0013162919061601595
2014-07-31,1.9742378703305974,1.8449632290063356,0.1292746413242618,1.753321030018329e-05,0.0023017144250214974,-0.0022841812147213142
2014-08-31,1.7150983482969062,1.73639560289498,-0.021297254598073856,2.227176683007043e-05,0.005382743017312508,-0.005360471250482437
2014-09-30,1.6840509711232077,1.7409458883681284,-0.056894917244920684,2.2251352256227565e-05,0.017278353873715895,-0.017256102521459666
2014-10-31,1.6095417021513292,1.817632310436279,-0.20809060828494985,1.9339442354313633e-05,0.06277658994678388,-0.06275725050442957
2014-11-30,1.231524989320798,1.7415947552462452,-0.5100697659254472,2.435598965382639e-05,0.24085973155084903,-0.2408353755611952
2014-12-31,0.6531213919623191,1.6224195046636636,-0.9692981127013445,3.7663750576400134e-05,0.7280172087505521,-0.7279795449999756
2015-01-31,-0.22993097820542818,1.631625565241701,-1.8615565434471293,3.733438242438661e-05,0.9998125359401823,-0.9997752015577579
2015-02-28,-0.08703146293520536,1.6880834938713285,-1.7751149568065339,2.922318811418334e-05,0.9999980539471391,-0.999968830759025
2015-03-31,-0.022031284423873476,1.7453777073428434,-1.7674089917667168,2.298289293203833e-05,0.9999982294339058,-0.9999752465409738
2015-04-30,-0.10403098939391064,1.802827832894649,-1.9068588222885596,1.9593486755292465e-05,0.9999995620371879,-0.9999799685504326
2015-05-31,0.03503321824429584,1.7509440952473199,-1.715910877003024,2.138612548271452e-05,0.9999970996006727,-0.99997571347519
2015-06-30,0.1795718097550525,1.7772676244655061,-1.5976958147104536,1.9981241434309242e-05,0.9999916275705689,-0.9999716463291346
2015-07-31,0.22568611104094582,1.8346312894897077,-1.6089451784487618,1.765776360792112e-05,0.99999236243217,-0.9999747046685621
2015-08-31,0.2413037985344868,1.8506323273421277,-1.6093285288076409,1.689213872532674e-05,0.9999924450926981,-0.9999755529539728
2015-09-30,0.008842961634170088,1.8970961446650891,-1.888253183030919,1.5998124865203367e-05,0.9999994662970781,-0.999983468172213
2015-10-31,0.12761656067050708,1.9135335359607986,-1.7859169752902915,1.5767220500425143e-05,0.99999850491808,-0.9999827376975795
2015-11-30,0.4363182169185187,1.9974275238246353,-1.5611093069061166,1.600201359274885e-05,0.9999880497278367,-0.999972047714244
2015-12-31,0.6387247515364791,2.0715072792840905,-1.4327825277476114,1.7820000147103845e-05,0.9999431007536717,-0.9999252807535246
2016-01-31,1.2375025026943876,2.145022538582464,-0.9075200358880764,2.169677970000907e-05,0.9991801681657728,-0.9991584713860728
2016-02-29,0.8472775790126619,2.222573822094165,-1.375296243081503,2.7234091323460113e-05,0.9998983250701263,-0.9998710909788029
2016-03-31,0.8916160965521946,2.142426948557663,-1.2508108520054684,2.2394563376463508e-05,0.9997903513075532,-0.9997679567441767
2016-04-30,1.1726257503534843,2.156654761214183,-0.9840290108606986,2.3863468291748866e-05,0.9992100683114284,-0.9991862048431367
2016-05-31,1.0784764621246223,2.2545595974976074,-1.176083135372985,3.3334797932646135e-05,0.9994539199104937,-0.999420585112561
2016-06-30,1.0792865347959424,2.2622116465067066,-1.1829251117107642,3.488757825994836e-05,0.9988397695227211,-0.9988048819444612
2016-07-31,0.8683633430518256,2.1701399624842965,-1.301776619432471,2.8178935119095822e-05,0.9948533307364826,-0.9948251518013635
2016-08-31,1.0553158595656864,2.3087345614186683,-1.2534187018529819,4.3451306655393706e-05,0.9433847542729278,-0.9433413029662724
2016-09-30,1.5486446201652182,2.271120682569183,-0.722476062403965,3.816062076566824e-05,0.47844534208074396,-0.4784071814599783
2016-10-31,1.685924966243646,2.2045551507991146,-0.5186301845554686,2.8341479392735847e-05,0.1755087525634079,-0.17548041108401516
2016-11-30,1.6843334719788938,2.1454219398053587,-0.46108846782646484,2.3122676095169013e-05,0.06284588339712457,-0.06282276072102941
2016-12-31,2.0507989115119862,2.197123661300271,-0.1463247497882847,2.678676331944233e-05,0.02557497647624203,-0.025548189712922588
2017-01-31,2.5103933482571117,2.2502092221020176,0.2601841261550941,3.2370160744360995e-05,0.01726868823940872,-0.017236318078664357
2017-02-28,2.8103616813294208,2.2353468290497336,0.5750148522796872,2.9585977633558284e-05,0.015234265039265176,-0.015204679061631619
2017-03-31,2.44119623655914,2.045845481938735,0.3953507546204049,1.8184157415400716e-05,0.008967807140282709,-0.008949622982867307
2017-04-30,2.176223471915395,1.8965650108902388,0.27965846102515624,1.691681204866424e-05,0.004276178860073184,-0.00425926204802452
2017-05-31,1.8563431667619756,1.7370931912259246,0.11924997553605099,2.2817360745202148e-05,0.0018524062069196225,-0.0018295888461744203
2017-06-30,1.640565809959127,1.6991193342490218,-0.05855352428989491,2.7112497579204504e-05,0.0010694708465784567,-0.0010423583489992522
2017-07-31,1.7251073506566073,1.6769627444729984,0.04814460618360883,3.0714715133669016e-05,0.0012781376861368894,-0.0012474229710032203
2017-08-31,1.92812155729698,1.6552412618799472,0.27288029541703285,3.512799067385099e-05,0.002575464547356405,-0.002540336556682554
2017-09-30,2.1805652303711787,1.5953898457655935,0.5851753846055852,4.18016480599606e-05,0.0048480089350924245,-0.004806207287032464
2017-10-31,2.020757753132485,1.7596390813271245,0.2611186718053604,2.43259101472675e-05,0.0037623121407873604,-0.003737986230640093
2017-11-30,2.172493864295566,1.7376072726981162,0.4348865915974498,2.2893953302365032e-05,0.004026514783342579,-0.004003620830040214
2017-12-31,2.129930719552253,1.770166453265043,0.35976426628721025,2.036158437474103e-05,0.003508154360433229,-0.0034877927760584883
2018-01-31,2.151318868063945,1.8912671130328462,0.2600517550310988,1.654825027590892e-05,0.0031074671286780093,-0.0030909188784021004
2018-02-28,2.263468931091861,1.87770420481439,0.38576472627747105,1.6687550405694876e-05,0.0037460583325448354,-0.0037293707821391404
2018-03-31,2.3309497646499366,2.1227843662331214,0.20816539841681525,1.995709186436313e-05,0.004242993006647359,-0.004223035914782996
2018-04-30,2.4709963021052994,2.150644636125887,0.32035166597941256,2.3457753854530252e-05,0.007122514195892484,-0.007099056442037953
2018-05-31,2.781921607842497,2.272998448872432,0.5089231589700649,3.5663648857866404e-05,0.012563172768131509,-0.012527509119273642
2018-06-30,2.8075506935940187,2.245517307127032,0.5620333864669869,3.437883506838921e-05,0.01621553288594337,-0.01618115405087498
2018-07-31,2.854124785561929,2.267595293370639,0.58652949219129,3.469535037013047e-05,0.016257472046508886,-0.016222776696138756
2018-08-31,2.6429238568742575,2.1208941334864617,0.5220297233877957,2.2443668531165063e-05,0.01176036099590292,-0.011737917327371755
2018-09-30,2.332055105808828,2.1976804898501623,0.13437461595866562,2.509566357788357e-05,0.005009942058726817,-0.004984846395148933
2018-10-31,2.492032470218053,2.126409125691242,0.3656233445268109,2.184124236661576e-05,0.0030712813821316444,-0.0030494401397650286
2018-11-30,2.147328577667773,2.2153843729315836,-0.06805579526381056,2.8075898048830912e-05,0.001267374701839293,-0.0012392988037904621
2018-12-31,2.0023809043401064,2.2485295505299874,-0.24614864618988097,3.1557883204737965e-05,0.0009464129812661161,-0.0009148550980613781
2019-01-31,1.4875893578291333,2.1794329242488475,-0.6918435664197142,2.497347367763661e-05,0.0014475776201961792,-0.0014226041465185426
2019-02-28,1.5188615351321877,2.1410889637129227,-0.622227428580735,2.1193385475989723e-05,0.001220339499965412,-0.0011991461144894222
2019-03-31,1.8831863513063984,2.06656235001228,-0.1833759987058814,1.7862067651212692e-05,0.0006615886258773713,-0.0006437265582261586
2019-04-30,2.000583470209061,2.0913377235709074,-0.09075425336184662,1.798916372077761e-05,0.00053091963179157,-0.0005129304680707924
2019-05-31,1.7959105553606136,1.97242800754438,-0.17651745218376647,1.6136673634136414e-05,0.0005183581622732855,-0.0005022214886391491
2019-06-30,1.671194894390049,2.0746001344216447,-0.4034052400315957,1.845693212355787e-05,0.0006232995507182606,-0.0006048426185947028
2019-07-31,1.826331335037068,2.1657049503490455,-0.3393736153119775,2.6283578480289833e-05,0.0007189088367494678,-0.000692625258269178
2019-08-31,1.7376412106666406,2.321135673598529,-0.5834944629318883,5.0683743214260584e-05,0.001133531385276766,-0.0010828476420625052
2019-09-30,1.6844977040391562,2.3300099083477743,-0.6455122043086181,6.066028562397129e-05,0.0013886837911995687,-0.0013280235055755975
2019-10-31,1.7339736996186295,2.3378148209658223,-0.6038411213471928,6.658898142993956e-05,0.001235970681282712,-0.0011693816998527725
2019-11-30,2.092290394862917,2.3546960942649298,-0.26240569940201297,7.068442236618898e-05,0.0008695207922689808,-0.0007988363699027918
2019-12-31,2.3195274699624457,2.2905988164406255,0.02892865352182028,6.0692820605833916e-05,0.0011842985793246142,-0.0011236057587187803
2020-01-31,2.599767976845202,2.2817391837892886,0.31802879305591336,8.628610935034873e-05,0.002573161583467176,-0.0024868754741168273
2020-02-29,2.3413166797595197,2.3676613601035346,-0.026344680344014826,0.00022477667894330792,0.004419723183257194,-0.0041949465043138855
2020-03-31,1.4940399642909163,2.097741687598198,-0.6037017233072817,0.0005594103606109106,0.01253241393208403,-0.01197300357147312
2020-04-30,0.3130472940411133,1.4309324152566472,-1.1178851212155339,0.003538874140339926,0.029677396619273835,-0.02613852247893391
2020-05-31,0.1982013035848551,1.2184564692601985,-1.0202551656753434,0.007809423840178196,0.02681345005230818,-0.019004026212129984
2020-06-30,0.7166562831830481,1.1836841884912408,-0.4670279053081927,0.007944519994348882,0.010280257749726029,-0.002335737755377147
2020-07-31,0.9968647625897997,1.560695837131587,-0.5638310745417874,0.002572490041209985,0.004896610985648374,-0.002324120944438389
2020-08-31,1.2810698495523853,1.7223933878284248,-0.44132353827603943,0.000963949216732033,0.002657053660579754,-0.0016931044438477211
2020-09-30,1.3910228912373812,1.7190644053436621,-0.3280415141062809,0.0009807305585972856,0.0025113790389427806,-0.001530648480345495
2020-10-31,1.2303863428671624,1.6364116692455521,-0.40602532637838973,0.0026811901249949657,0.00492112284387393,-0.002239932718878964
2020-11-30,1.1757452138405844,1.6693780408814973,-0.49363282704091294,0.010907059750056002,0.013413999070102427,-0.002506939320046425
2020-12-31,1.3204191315779434,1.624313961356294,-0.3038948297783506,0.0556751541271156,0.037328072034320016,0.018347082092795584
2021-01-31,1.3738437137002402,1.3763703714812836,-0.00252665778104344,0.2577857840438962,0.126502714914364,0.1312830691295322
2021-02-28,1.6698167791706853,1.280248344990098,0.3895684341805872,0.45899675495512504,0.45212115577427436,0.006875599180850678
2021-03-31,2.6678187820641908,1.6494791315614155,1.0183396505027753,0.5479706657643245,0.9679068535029075,-0.419936187738583
2021-04-30,4.133077115360573,2.9780316542864504,1.1550454610741223,0.9965818840703846,0.9992696648567272,-0.002687780786342575
2021-05-31,4.918257089467626,3.7876961101984907,1.1305609792691351,0.9999999999956661,0.9999459485525033,5.4051443162839163e-05
2021-06-30,5.295632620349999,4.439362194328367,0.8562704260216325,1.0,0.9998028131642888,0.0001971868357112383
2021-07-31,5.245169381309234,4.210719214328185,1.034450166981049,1.0,0.9999340692407278,6.59307592721925e-05
2021-08-31,5.152015301793966,3.9396919775577244,1.212323324236242,0.9999999999999972,0.999985070604412,1.49293955852281e-05
2021-09-30,5.351215590949132,4.002855729865806,1.3483598610833258,0.9999999999999996,0.9999956202224894,4.3797775101106495e-06
2021-10-31,6.235042390298062,4.590317334184912,1.64472505611315,1.0,0.9999997715333377,2.284666622553999e-07
2021-11-30,6.901970403700863,4.972572143965692,1.929398259735171,1.0,0.9999999917898099,8.210190083346447e-09
2021-12-31,7.174340285065539,5.488993530393094,1.6853467546724454,1.0,0.9999998539885989,1.4601140108094768e-07
2022-01-31,7.558805726967832,6.05428515424189,1.5045205727259425,1.0,0.9999990213193989,9.786806011158333e-07
2022-02-28,7.937278766517819,6.4551151617656455,1.4821636047521736,1.0,0.9999987790314558,1.2209685441577633e-06
2022-03-31,8.572204966013853,6.482378554404167,2.0898264116096863,1.0,0.9999999989795473,1.020452722322318e-09
2022-04-30,8.231750770777225,6.158737119052837,2.073013651724388,1.0,0.9999999987225316,1.2774683533223197e-09
2022-05-31,8.538171195642065,6.0254478790408905,2.512723316601174,1.0,0.9999999999980074,1.992628284597231e-12
2022-06-30,8.979361103105798,5.906335651591377,3.0730254515144217,1.0,0.9999999999999999,1.1102230246251565e-16
2022-07-31,8.462576727730099,5.899916740834321,2.5626599868957776,1.0,0.999999999999111,8.889555758173628e-13
2022-08-31,8.222579178218826,6.286089097732228,1.9364900804865979,1.0,0.9999999924875729,7.512427124822807e-09
2022-09-30,8.192106896425821,6.624287624509306,1.5678192719165152,1.0,0.9999994856989963,5.143010036734452e-07
2022-10-31,7.758813957693,6.294999786983246,1.463814170709754,1.0,0.9999984581268853,1.5418731147409659e-06
2022-11-30,7.122856456533988,5.969880665899807,1.1529757906341809,1.0,0.9999434536160835,5.6546383916500353e-05
2022-12-31,6.404600402357152,5.685531944736666,0.7190684576204864,1.0,0.9984382512367797,0.0015617487632203497
2023-01-31,6.327178517960097,5.539533472591773,0.7876450453683237,1.0,0.9958787856265131,0.004121214373486892
2023-02-28,5.957820738137087,5.498260329618088,0.4595604085189997,1.0,0.9860675660648137,0.013932433935186284
2023-03-31,4.917719362889961,5.566741392671326,-0.6490220297813654,1.0,0.9805113343399932,0.019488665660006843
2023-04-30,4.950079879124369,5.514364195873522,-0.5642843167491529,1.0,0.982886858774352,0.017113141225648
2023-05-31,4.131851231385042,5.337547036084689,-1.2056958046996469,1.0,0.9975617897331628,0.002438210266837215
2023-06-30,3.070617072997095,4.853596327155252,-1.7829792541581568,1.0,0.9999150092401485,8.499075985146654e-05
2023-07-31,3.287749268428297,4.700970557935236,-1.4132212895069385,1.0,0.9839852239235349,0.016014776076465065
2023-08-31,3.722504803505289,4.399143440066089,-0.6766386365608001,1.0,0.5431567094407787,0.45684329055922135
2023-09-30,3.687206638119256,4.128747996485882,-0.4415413583666261,1.0,0.295854086308779,0.7041459136912209
2023-10-31,3.2512659098611785,4.027401561127464,-0.7761356512662854,0.9999999999999998,0.21812869597046053,0.7818713040295393
2023-11-30,3.1333462745911866,4.017980521102138,-0.8846342465109513,0.9999999999999998,0.15689073288357835,0.8431092671164214
2023-12-31,3.3159099427102934,3.9154727698627045,-0.5995628271524112,0.9999999999999947,0.07999997085423488,0.9200000291457597
2024-01-31,3.0883429864855705,3.8583540949372663,-0.7700111084516958,0.9999999999999764,0.04569992706965767,0.9543000729303187
2024-02-29,3.157074141648697,3.7619647313751337,-0.6048905897264367,0.9999999999997341,0.018278733768259784,0.9817212662314743
2024-03-31,3.4868349120836584,3.8161935067360986,-0.3293585946524402,0.9999999999999307,0.005373277348936734,0.9946267226509939
2024-04-30,3.3607951262196734,3.6260251717590952,-0.26523004553942187,0.9999999999934944,0.0017874820021579049,0.9982125179913365
2024-05-31,3.244278584003113,3.394419668976645,-0.15014108497353185,0.9999999991499866,0.0008632326491753294,0.9991367665008113
2024-06-30,2.9702579486470926,3.2654173234475614,-0.29515937480046883,0.9999999906298626,0.0007478838292937675,0.9992521068005688
2024-07-31,2.9414757935583014,3.2301916105644812,-0.2887158170061799,0.9999999826464367,0.001070641964204565,0.9989293406822322
2024-08-31,2.607144490692037,3.2850959364300047,-0.6779514457379676,0.9999999934070452,0.0024933588040884098,0.9975066346029567
2024-09-30,2.4264830315416708,3.2823574494668994,-0.8558744179252287,0.9999999930750432,0.003896943549140914,0.9961030495259022
2024-10-31,2.578844053871343,3.298689706765301,-0.7198456528939579,0.9999999948448949,0.002992902579070707,0.9970070922658242
2024-11-30,2.719472461284833,3.2859356193500444,-0.5664631580652113,0.9999999935057403,0.0016747177682152085,0.998325275737525
2024-12-31,2.870690967509981,3.2133335461932644,-0.3426425786832832,0.9999999768316311,0.0008567151907377885,0.9991432616408933
2025-01-31,2.9909783078999608,3.282970485398584,-0.2919921774986234,0.9999999931450461,0.0006148061561384224,0.9993851869889077
2025-02-28,2.8015834477613355,3.13755688228059,-0.33597343451925443,0.9999999131369695,0.000588322878213565,0.9994115902587559
2025-03-31,2.381981462805549,2.808783050077035,-0.42680158727148587,0.9999916643920667,0.0006477108682364765,0.9993439535238302
2025-04-30,2.32538823025783,2.7760200724699313,-0.4506318422121014,0.9999870923843939,0.0006666413346983114,0.9993204510496956
2025-05-31,2.3772651073680873,2.7658403935930886,-0.38857528622500137,0.9999862766606228,0.0005978546811817718,0.999388421979441
2025-06-30,2.680453865910226,2.910895442696071,-0.23044157678584476,0.999997585996015,0.0005154217021584045,0.9994821642938565
2025-07-31,2.742618052167134,3.0544930080893096,-0.3118749559221756,0.999999701368903,0.0005199633589641539,0.9994797380099388
2025-08-31,2.9385917430316155,3.111806098514469,-0.17321435548285358,0.9999998773897465,0.0005249765149618332,0.9994749008747846
2025-09-30,3.0225715847133294,3.0199668258857892,0.002604758827540188,0.9999995030903022,0.000662583657848998,0.9993369194324532
2025-11-30,2.988299628363511,2.8943434111105226,0.09395621725298842,0.999997192239646,0.0010557801912161335,0.9989414120484299
2025-12-31,3.00226204316838,2.837998245815232,0.164263797353148,0.9999942511561467,0.0021048051298869683,0.9978894460262597
2026-01-31,2.8286797395498997,2.9493378374616075,-0.12065809791170778,0.9999938200176995,0.004823555397996119,0.9951702646197034
2026-02-28,2.6645890876940914,2.7335062438778035,-0.06891715618371208,0.9995869133663028,0.016046706814211255,0.9835402065520915
2026-03-31,3.3202055812236786,2.6730984898529986,0.64710709137068,0.9970078923352375,0.059221320328072265,0.9377865720071652
